FULL ADDRESS,PARCEL_NO,X,Y,C.TRACT.,C.BLOCK.,CASE#,V.I.D,VIOLATION TYPE,ISSUED,COMP_TYPE
2788  WESTBROOK DR,020800670118,1374869,420603,100.01,2002,B201907783,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 11/04/2019,CBHCODE
2788  WESTBROOK DR,020800670118,1374869,420603,100.01,2002,B201907783,BCOE413,PAINT EXTERIOR, 11/04/2019,CBHCODE
2788  WESTBROOK DR,020800670118,1374869,420603,100.01,2002,B201907783,CD05772782,DRAINAGE OF PAVING REQUIRED, 11/04/2019,CBHCODE
2788  WESTBROOK DR,020800670118,1374869,420603,100.01,2002,B201907036,BCOE406,SEWER CONNECT DOWNSPOUTS, 10/03/2019,CBHCODE
2788  WESTBROOK DR,020800670118,1374869,420603,100.01,2002,B201907036,CD05726575,ROOFS, 10/03/2019,CBHCODE
2823  LAFEUILLE AV,020800670086,1375455,420885,100.01,2002,B201807115,CD05220438,VACATE THE BUILDING, 10/22/2018,CBHCODE
2587  LAFEUILLE AV,020800650053,1375844,419265,100.01,2003,B202202592,BCOE605,REPAIR LEAK AND DAMAGE, 06/14/2022,CBHCODE
2587  LAFEUILLE AV,020800650053,1375844,419265,100.01,2003,B202202295,BCOE414,REPAIR WINDOWS, 06/02/2022,CBHCODE
2680  QUEEN CITY AV,020800660034,1375089,418869,100.01,2003,B201904492,BCOE413,PAINT EXTERIOR, 06/10/2019,CBHCODE
2680  QUEEN CITY AV,020800660034,1375089,418869,100.01,2003,B201908595,CD05837136,REPAIR WINDOWS, 01/02/2020,CBHCODE
2680  QUEEN CITY AV,020800660034,1375089,418869,100.01,2003,B201908595,BCOE413,PAINT EXTERIOR, 01/02/2020,CBHCODE
2680  QUEEN CITY AV,020800660034,1375089,418869,100.01,2003,B201908130,BCOE413,PAINT EXTERIOR, 12/10/2019,CBHCODE
2723  WESTBROOK DR,020800670176,1374870,420001,100.01,2003,B201802642,BCOE634,DEFECTIVE PLUMBING LINES, 03/26/2018,CBHCODE
2723  WESTBROOK DR,020800670176,1374870,420001,100.01,2003,B201802642,BCOE605,REPAIR LEAK AND DAMAGE, 03/26/2018,CBHCODE
2748  QUEEN CITY AV,020800670006,1374851,419641,100.01,2003,B202202987,BCOE605,REPAIR LEAK AND DAMAGE, 06/07/2022,CBHCODE
2748  QUEEN CITY AV,020800670006,1374851,419641,100.01,2003,B202202987,BCOE400,REPAIR ROOF, 06/07/2022,CBHCODE
2748  QUEEN CITY AV,020800670006,1374851,419641,100.01,2003,B202202987,BCOE606,PAINT OR PAPER ROOMS, 06/07/2022,CBHCODE
2748  QUEEN CITY AV,020800670006,1374851,419641,100.01,2003,B202105458,CD06731726,VACATE THE BUILDING, 10/08/2021,CBHCODE
2748  QUEEN CITY AV,020800670006,1374851,419641,100.01,2003,B202101195,CD06369733,REPAIR LEAK AND DAMAGE, 03/03/2021,CBHCODE
2748  QUEEN CITY AV,020800670006,1374851,419641,100.01,2003,B202104944,CD06698997,VACATE THE APARTMENT, 09/16/2021,CBHCODE
2644  GEHRUM LN,020800660009,1375140,419068,100.01,2005,B201805548,CD05113536,REPAIR LEAK AND DAMAGE, 08/16/2018,CBHCODE
1625  TUXWORTH AV,018300020482,1373508,414592,100.01,3000,B202103473,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 07/16/2021,CBHCODE
1682  ASHBROOK DR,018300020689,1373143,415668,100.01,3000,B202100044,CD06307336,PAINT EXTERIOR, 01/12/2021,CBHCODE
1803  ASHBROOK DR,018200050002,1374410,415988,100.01,3000,B201805497,CD05108109,VACATE THE BUILDING - 7 DAYS, 08/10/2018,CBHCODE
1803  ASHBROOK DR,018200050002,1374410,415988,100.01,3000,B201805235,BCOE400,REPAIR ROOF, 07/27/2018,CBHCODE
1803  ASHBROOK DR,018200050002,1374410,415988,100.01,3000,B201805235,CD05082912,REPAIR LEAK AND DAMAGE, 07/27/2018,CBHCODE
1803  ASHBROOK DR,018200050002,1374410,415988,100.01,3000,B201805235,CD05082916,DEFECTIVE GAS LINES, 07/27/2018,CBHCODE
1803  ASHBROOK DR,018200050002,1374410,415988,100.01,3000,B201902553,CD05350578,REPAIR LEAK AND DAMAGE, 02/04/2019,CBHCODE
1803  TUXWORTH AV,018200010103,1375116,415618,100.01,3000,B201904200,BCOE406,SEWER CONNECT DOWNSPOUTS, 05/23/2019,CBHCODE
1810  ASHBROOK DR,018200050074,1374525,415881,100.01,3000,B201806174,CD05172786,DEFECTIVE PLUMBING LINES, 09/19/2018,CBHCODE
1810  ASHBROOK DR,018200050074,1374525,415881,100.01,3000,B201806174,BCOE667,INSECT AND RODENT CONTROL, 09/19/2018,CBHCODE
1810  ASHBROOK DR,018200050074,1374525,415881,100.01,3000,B201806174,CD05172787,REPAIR LEAK AND DAMAGE, 09/19/2018,CBHCODE
1811  ASHBROOK DR,018200050001,1374455,415999,100.01,3000,B202204933,BCOE605,REPAIR LEAK AND DAMAGE, 11/08/2022,CBHCODE
1811  ASHBROOK DR,018200050001,1374455,415999,100.01,3000,B201902943,BCOE400,REPAIR ROOF, 03/22/2019,CBHCODE
1811  ASHBROOK DR,018200050001,1374455,415999,100.01,3000,B201902943,BCOE412,WEATHERTIGHT EXTERIOR, 03/22/2019,CBHCODE
1811  ASHBROOK DR,018200050001,1374455,415999,100.01,3000,B201902943,BCOE605,REPAIR LEAK AND DAMAGE, 03/22/2019,CBHCODE
1811  ASHBROOK DR,018200050001,1374455,415999,100.01,3000,B201902943,BCOE667,INSECT AND RODENT CONTROL, 03/22/2019,CBHCODE
1811  ASHBROOK DR,018200050001,1374455,415999,100.01,3000,B201902943,CD05406851,REPAIR SINK, 03/22/2019,CBHCODE
1811  ASHBROOK DR,018200050001,1374455,415999,100.01,3000,B201902943,CD05406853,DEFECTIVE PLUMBING LINES, 03/22/2019,CBHCODE
1821  TUXWORTH AV,018200010254,1375500,415280,100.01,3000,B202105323,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 10/22/2021,CBHCODE
1821  TUXWORTH AV,018200010255,1375500,415280,100.01,3000,B202105323,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 10/22/2021,CBHCODE
2424  FERGUSON RD,024800010271,1372773,418770,100.01,3000,B201806630,BCOE606,PAINT OR PAPER ROOMS, 09/21/2018,CBHCODE
2424  FERGUSON RD,024800010271,1372773,418770,100.01,3000,B201806630,CD05176669,REPAIR LEAK AND DAMAGE, 09/21/2018,CBHCODE
2424  FERGUSON RD,024800010271,1372773,418770,100.01,3000,B201806630,CD05176670,TOILET ROOM SURFACES, 09/21/2018,CBHCODE
2633  THOMASVILLE DR,018200030057,1375600,417299,100.01,3000,B201904843,CD05575791,DEFECTIVE PLUMBING LINES, 06/26/2019,CBHCODE
2659  THOMASVILLE DR,018200030055,1375490,417427,100.01,3000,B201905734,CD05634563,REPAIR LEAK AND DAMAGE, 07/31/2019,CBHCODE
2673  ERLENE DR,018200040025,1375740,418566,100.01,3000,B202205094,BCOE204,CLOGGED YARD DRAINS, 09/27/2022,CBHCODE
2673  ERLENE DR,018200040025,1375740,418566,100.01,3000,B202205094,CD07249210,REPAIR GUTTERS AND DOWNSPOUTS, 09/27/2022,CBHCODE
2673  ERLENE DR,018200040025,1375740,418566,100.01,3000,B202205094,CD07249211,SEWER CONNECT DOWNSPOUTS, 09/27/2022,CBHCODE
2673  ERLENE DR,018200040025,1375740,418566,100.01,3000,B202205094,CD07249212,REPAIR LEAK AND DAMAGE, 09/27/2022,CBHCODE
2708  EAST TOWER DR,018200040040,1374109,418502,100.01,3000,B201902636,BCOE634,DEFECTIVE PLUMBING LINES, 02/08/2019,CBHCODE
2734  EAST TOWER DR,018200040008,1374933,418372,100.01,3000,B201903031,CD05407388,REPAIR WINDOWS, 03/12/2019,CBHCODE
2735  QUEEN CITY AV,020800660061,1374752,419377,100.01,3000,B201805149,BCOE400,REPAIR ROOF, 07/26/2018,CBHCODE
2735  QUEEN CITY AV,020800660061,1374752,419377,100.01,3000,B202206101,BCOE400,REPAIR ROOF, 12/01/2022,CBHCODE
2735  QUEEN CITY AV,020800660061,1374752,419377,100.01,3000,B202206101,CD07336046,REPAIR LEAK AND DAMAGE, 12/01/2022,CBHCODE
2735  QUEEN CITY AV,020800660061,1374752,419377,100.01,3000,B202003043,BCOE606,PAINT OR PAPER ROOMS, 06/25/2020,CBHCODE
2735  QUEEN CITY AV,020800660061,1374752,419377,100.01,3000,B202003043,BCOE634,DEFECTIVE PLUMBING LINES, 06/25/2020,CBHCODE
2743  QUEEN CITY AV,020800630052,1374706,419476,100.01,3000,B201805820,CD05131677,VACATE THE APARTMENT, 08/27/2018,CBHCODE
2749  QUEEN CITY AV,020800630077,1374672,419523,100.01,3000,B201800165,CD04775551,PAINT OR PAPER ROOMS, 01/19/2018,CBHCODE
2749  QUEEN CITY AV,020800630077,1374672,419523,100.01,3000,B201802627,CD04874764,REPAIR WATER CLOSET (TOILET), 03/26/2018,CBHCODE
2749  QUEEN CITY AV,020800630077,1374672,419523,100.01,3000,B202100435,CD06339703,REPAIR LEAK AND DAMAGE, 02/09/2021,CBHCODE
2761  QUEEN CITY AV,020800630050,1374596,419606,100.01,3000,B202004204,CD06127846,REPAIR LEAK AND DAMAGE, 08/19/2020,CBHCODE
2761  QUEEN CITY AV,020800630050,1374596,419606,100.01,3000,B202002327,CD05959396,REPAIR BATH OR SHOWER, 04/29/2020,CBHCODE
2771  QUEEN CITY AV,020800630020,1374336,419583,100.01,3000,B202006456,CD06302904,DRAINAGE OF PAVING REQUIRED, 01/07/2021,CBHCODE
2785  QUEEN CITY AV,020800630014,1374219,419768,100.01,3000,B202104514,CD06688560,REPAIR LEAK AND DAMAGE, 09/09/2021,CBHCODE
2785  QUEEN CITY AV,020800630014,1374219,419768,100.01,3000,B202205007,CD07244338,REPAIR LEAK AND DAMAGE, 12/05/2022,CBHCODE
2789  QUEEN CITY AV,020800630019,1374253,419660,100.01,3000,B202204667,CD07249215,REPAIR ROOF, 09/27/2022,CBHCODE
2789  QUEEN CITY AV,020800630019,1374253,419660,100.01,3000,B202204667,CD07249217,REPAIR GUTTERS AND DOWNSPOUTS, 09/27/2022,CBHCODE
2901  WEST TOWER AV,024800010047,1373371,419296,100.01,3000,B201905877,CD05646676,PAINT EXTERIOR, 08/08/2019,CBHCODE
2901  WEST TOWER AV,024800010047,1373371,419296,100.01,3000,B202003234,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 06/24/2020,CBHCODE
2901  WEST TOWER AV,024800010047,1373371,419296,100.01,3000,B202003234,BCOE413,PAINT EXTERIOR, 06/24/2020,CBHCODE
2901  WEST TOWER AV,024800010047,1373371,419296,100.01,3000,B202003234,BCOE414,REPAIR WINDOWS, 06/24/2020,CBHCODE
2901  WEST TOWER AV,024800010047,1373371,419296,100.01,3000,B202003303,BCOE204,CLOGGED YARD DRAINS, 06/25/2020,CBHCODE
2901  WEST TOWER AV,024800010047,1373371,419296,100.01,3000,B202003303,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 06/25/2020,CBHCODE
2901  WEST TOWER AV,024800010047,1373371,419296,100.01,3000,B202003303,BCOE605,REPAIR LEAK AND DAMAGE, 06/25/2020,CBHCODE
2964  WEST TOWER AV,024800010030,1373000,419458,100.01,3000,B202204322,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 08/18/2022,CBHCODE
2964  WEST TOWER AV,024800010030,1373000,419458,100.01,3000,B202204322,BCOE414,REPAIR WINDOWS, 08/18/2022,CBHCODE
2969  FOUR TOWERS DR,020800630088,1373095,419775,100.01,3000,B202201873,CD07233566,DEFECTIVE PLUMBING LINES, 09/20/2022,CBHCODE
2969  FOUR TOWERS DR,020800630088,1373095,419775,100.01,3000,B202201873,CD07233569,REPAIR LEAK AND DAMAGE, 09/20/2022,CBHCODE
2969  FOUR TOWERS DR,020800630088,1373095,419775,100.01,3000,B202201873,CD07233570,INSECT AND RODENT CONTROL, 09/20/2022,CBHCODE
2969  FOUR TOWERS DR,020800630088,1373095,419775,100.01,3000,B202201873,CD07233572,PAINT EXTERIOR, 09/20/2022,CBHCODE
4450  GUERLEY RD,018200010006,1375620,414999,100.01,3000,B201804430,BCOE605,REPAIR LEAK AND DAMAGE, 07/05/2018,CBHCODE
4450  GUERLEY RD,018200010006,1375620,414999,100.01,3000,B201804430,CD05044448,REPAIR SINK, 07/05/2018,CBHCODE
4450  GUERLEY RD,018200010006,1375620,414999,100.01,3000,B201807213,BCOE414,REPAIR WINDOWS, 10/29/2018,CBHCODE
4710  HARDWICK DR,018200030014,1374651,416317,100.01,3000,B201905914,BCOE400,REPAIR ROOF, 08/13/2019,CBHCODE
4710  HARDWICK DR,018200030014,1374651,416317,100.01,3000,B202001773,BCOE400,REPAIR ROOF, 04/08/2020,CBHCODE
4710  HARDWICK DR,018200030014,1374651,416317,100.01,3000,B201907965,BCOE400,REPAIR ROOF, 11/19/2019,CBHCODE
4731  GREEN GLEN LN,018200050026,1374012,416025,100.01,3000,B201905672,CD05635633,REPAIR LEAK AND DAMAGE, 08/01/2019,CBHCODE
4731  GREEN GLEN LN,018200050026,1374012,416025,100.01,3000,B201905672,CD05635634,REPAIR BATH OR SHOWER, 08/01/2019,CBHCODE
4731  GREEN GLEN LN,018200050026,1374012,416025,100.01,3000,B201905672,CD05635636,DEFECTIVE PLUMBING LINES, 08/01/2019,CBHCODE
4783  PROSPERITY PL,018300020372,1373626,415960,100.01,3000,B201802512,CD04861820,DEFECTIVE PLUMBING LINES, 03/16/2018,CBHCODE
4783  PROSPERITY PL,018300020372,1373626,415960,100.01,3000,B201802512,BCOE605,REPAIR LEAK AND DAMAGE, 03/16/2018,CBHCODE
4783  PROSPERITY PL,018300020372,1373626,415960,100.01,3000,B201802512,BCOE667,INSECT AND RODENT CONTROL, 03/16/2018,CBHCODE
4783  PROSPERITY PL,018300020372,1373626,415960,100.01,3000,B201802512,CD04861815,REPAIR BATH OR SHOWER, 03/16/2018,CBHCODE
4783  PROSPERITY PL,018300020372,1373626,415960,100.01,3000,B201802512,CD04861816,TOILET ROOM SURFACES, 03/16/2018,CBHCODE
4783  PROSPERITY PL,018300020372,1373626,415960,100.01,3000,B201802512,CD04861817,REPAIR SINK, 03/16/2018,CBHCODE
4789  HARDWICK DR,018200030037,1373883,416678,100.01,3000,B201800239,BCOE400,REPAIR ROOF, 01/24/2018,CBHCODE
4789  HARDWICK DR,018200030037,1373883,416678,100.01,3000,B201800239,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 01/24/2018,CBHCODE
4872 N OVERLOOK AV,018300020388,1372890,415707,100.01,3000,B201905756,BCOE400,REPAIR ROOF, 08/05/2019,CBHCODE
4872 N OVERLOOK AV,018300020388,1372890,415707,100.01,3000,B201905756,CD05639678,EXTERIOR WALLS (COVERING), 08/05/2019,CBHCODE
2704  EAST TOWER DR,018200040009,1374122,419179,100.01,3001,B202105301,CD07244343,REPAIR LEAK AND DAMAGE, 09/21/2022,CBHCODE
1928  SUNSET LN,018100040045,1378151,416812,100.01,3004,B201905711,BCOE413,PAINT EXTERIOR, 07/31/2019,CBHCODE
1928  SUNSET LN,018100040045,1378151,416812,100.01,3004,B201905711,BCOE400,REPAIR ROOF, 07/31/2019,CBHCODE
1928  SUNSET LN,018100040045,1378151,416812,100.01,3004,B201905711,BCOE411,REPAIR SIDING, 07/31/2019,CBHCODE
1936  SUNSET LN,018100040155,1378268,416814,100.01,3004,B202002538,CD05972856,REPAIR WINDOWS, 05/13/2020,CBHCODE
1948  SUNSET LN,018100040158,1378420,416824,100.01,3004,B202206615,BCOE411,REPAIR SIDING, 01/04/2023,CBHCODE
1956  SUNSET LN,018100040160,1378494,416853,100.01,3004,B202206614,BCOE413,PAINT EXTERIOR, 12/22/2022,CBHCODE
1956  SUNSET LN,018100040160,1378494,416853,100.01,3004,B202206614,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 12/22/2022,CBHCODE
1980  SUNSET LN,018100040166,1378709,416965,100.01,3004,B202206612,BCOE411,REPAIR SIDING, 01/06/2023,CBHCODE
2312  HENRIANNE CT,022400040091,1382980,425696,100.02,1000,B202103749,BCOE606,PAINT OR PAPER ROOMS, 07/22/2021,CBHCODE
2317  HENRIANNE CT,022400040075,1382843,425754,100.02,1000,B202101349,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 03/19/2021,CBHCODE
2318  HENRIANNE CT,022400040088,1382990,425758,100.02,1000,B201802256,BCOE400,REPAIR ROOF, 02/28/2018,CBHCODE
2321  HENRIANNE CT,022400040077,1382840,425791,100.02,1000,B201805526,CD05131389,VACATE THE BUILDING, 08/27/2018,CBHCODE
2341  BROKAW AV,022400050019,1382015,426015,100.02,1000,B202003299,BCOE413,PAINT EXTERIOR, 06/26/2020,CBHCODE
2341  BROKAW AV,022400050019,1382015,426015,100.02,1000,B202003299,BCOE400,REPAIR ROOF, 06/26/2020,CBHCODE
2341  BROKAW AV,022400050019,1382015,426015,100.02,1000,B202003299,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 06/26/2020,CBHCODE
2341  BROKAW AV,022400050019,1382015,426015,100.02,1000,B201806843,BCOE667,INSECT AND RODENT CONTROL, 10/04/2018,CBHCODE
2341  BROKAW AV,022400050019,1382015,426015,100.02,1000,B201806843,BCOE400,REPAIR ROOF, 10/04/2018,CBHCODE
2341  BROKAW AV,022400050019,1382015,426015,100.02,1000,B201806843,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 10/04/2018,CBHCODE
2341  BROKAW AV,022400050019,1382015,426015,100.02,1000,B201806843,BCOE413,PAINT EXTERIOR, 10/04/2018,CBHCODE
2341  BROKAW AV,022400050019,1382015,426015,100.02,1000,B201806843,BCOE414,REPAIR WINDOWS, 10/04/2018,CBHCODE
2341  BROKAW AV,022400050019,1382015,426015,100.02,1000,B201907189,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 10/14/2019,CBHCODE
2361  IROLL AV,022400030022,1383438,426204,100.02,1000,B202203342,BCOE413,PAINT EXTERIOR, 07/01/2022,CBHCODE
2361  IROLL AV,022400030022,1383438,426204,100.02,1000,B202203342,BCOE667,INSECT AND RODENT CONTROL, 07/01/2022,CBHCODE
2361  IROLL AV,022400030022,1383438,426204,100.02,1000,B202203342,CD07108075,REPAIR LEAK AND DAMAGE, 07/01/2022,CBHCODE
2361  IROLL AV,022400030022,1383438,426204,100.02,1000,B202203342,CD07108077,DEFECTIVE PLUMBING LINES, 07/01/2022,CBHCODE
2361  IROLL AV,022400030022,1383438,426204,100.02,1000,B202203342,CD07108081,REPAIR WINDOWS, 07/01/2022,CBHCODE
2361  IROLL AV,022400030022,1383438,426204,100.02,1000,B202203342,CD07108083,REPAIR SIDING, 07/01/2022,CBHCODE
2401  MONTANA AV,020900060013,1380420,427919,100.02,1000,B202206621,BCOE413,PAINT EXTERIOR, 01/17/2023,CBHCODE
2401  MONTANA AV,020900060013,1380420,427919,100.02,1000,B202206621,BCOE634,DEFECTIVE PLUMBING LINES, 01/17/2023,CBHCODE
2401  MONTANA AV,020900060013,1380420,427919,100.02,1000,B202206621,BCOE667,INSECT AND RODENT CONTROL, 01/17/2023,CBHCODE
2401  MONTANA AV,020900060013,1380420,427919,100.02,1000,B202206621,BCOE406,SEWER CONNECT DOWNSPOUTS, 01/17/2023,CBHCODE
2403  MONTANA AV,022500030003,1380540,427847,100.02,1000,B202206568,BCOE605,REPAIR LEAK AND DAMAGE, 01/10/2023,CBHCODE
2403  MONTANA AV,022500030003,1380540,427847,100.02,1000,B202206568,BCOE606,PAINT OR PAPER ROOMS, 01/10/2023,CBHCODE
2403  MONTANA AV,020900060013,1380540,427847,100.02,1000,B202300096,BCOE413,PAINT EXTERIOR, 01/18/2023,CBHCODE
2403  MONTANA AV,020900060013,1380540,427847,100.02,1000,B202300096,BCOE605,REPAIR LEAK AND DAMAGE, 01/18/2023,CBHCODE
2403  MONTANA AV,020900060013,1380540,427847,100.02,1000,B202300096,BCOE623,REPAIR MECHANICAL VENT, 01/18/2023,CBHCODE
2407  MONTANA AV,022500030003,1380548,427601,100.02,1000,B201804247,BCOE400,REPAIR ROOF, 06/27/2018,CBHCODE
2407  MONTANA AV,022500030003,1380548,427601,100.02,1000,B201804247,BCOE605,REPAIR LEAK AND DAMAGE, 06/27/2018,CBHCODE
2407  MONTANA AV,022500030003,1380548,427601,100.02,1000,B201804247,BCOE606,PAINT OR PAPER ROOMS, 06/27/2018,CBHCODE
2409  MONTANA AV,020900060013,1380430,427738,100.02,1000,B202201147,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 05/09/2022,CBHCODE
2409  MONTANA AV,022500030003,1380430,427738,100.02,1000,B202201147,CD07010463,PAINT EXTERIOR, 05/09/2022,CBHCODE
2409  MONTANA AV,020900060013,1380430,427738,100.02,1000,B202201147,CD07010463,PAINT EXTERIOR, 05/09/2022,CBHCODE
2409  MONTANA AV,022500030003,1380430,427738,100.02,1000,B202201147,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 05/09/2022,CBHCODE
2409  MONTANA AV,022500030003,1380430,427738,100.02,1000,B202201147,CD07010465,REPAIR LEAK AND DAMAGE, 05/09/2022,CBHCODE
2409  MONTANA AV,020900060013,1380430,427738,100.02,1000,B202201147,CD07010465,REPAIR LEAK AND DAMAGE, 05/09/2022,CBHCODE
2417  MONTANA AV,020900060013,1380157,427737,100.02,1000,B202300054,BCOE605,REPAIR LEAK AND DAMAGE, 01/17/2023,CBHCODE
2417  MONTANA AV,020900060013,1380157,427737,100.02,1000,B202300054,CD07380103,DEFECTIVE PLUMBING LINES, 01/17/2023,CBHCODE
2417  MONTANA AV,020900060013,1380157,427737,100.02,1000,B202300054,CD07380105,PAINT EXTERIOR, 01/17/2023,CBHCODE
2417  MONTANA AV,020900060013,1380157,427737,100.02,1000,B202206340,BCOE606,PAINT OR PAPER ROOMS, 01/10/2023,CBHCODE
2417  MONTANA AV,020900060013,1380157,427737,100.02,1000,B202206340,BCOE414,REPAIR WINDOWS, 01/10/2023,CBHCODE
2431  MONTANA AV,020900060118,1380070,427930,100.02,1000,B202205016,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 01/10/2023,CBHCODE
2431  MONTANA AV,020900060118,1380070,427930,100.02,1000,B202205016,BCOE406,SEWER CONNECT DOWNSPOUTS, 01/10/2023,CBHCODE
2431  MONTANA AV,020900060118,1380070,427930,100.02,1000,B202205016,CD07380109,PAINT OR PAPER ROOMS, 01/10/2023,CBHCODE
2431  MONTANA AV,020900060118,1380070,427930,100.02,1000,B202205016,CD07380112,REPAIR LEAK AND DAMAGE, 01/10/2023,CBHCODE
2457  MONTANA AV,020900060114,1379730,427899,100.02,1000,B202006076,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 11/20/2020,CBHCODE
2457  MONTANA AV,020900060114,1379730,427899,100.02,1000,B202006076,CD06254393,REPAIR WATER CLOSET (TOILET), 11/20/2020,CBHCODE
2457  MONTANA AV,020900060114,1379730,427899,100.02,1000,B201904272,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 06/05/2019,CBHCODE
2457  MONTANA AV,020900060114,1379730,427899,100.02,1000,B201904323,CD05535027,DEFECTIVE PLUMBING LINES, 06/05/2019,CBHCODE
2457  MONTANA AV,020900060114,1379730,427899,100.02,1000,B201906896,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 09/20/2019,CBHCODE
2459  MONTANA AV,020900060014,1379650,427887,100.02,1000,B201906898,BCOE667,INSECT AND RODENT CONTROL, 09/20/2019,CBHCODE
2459  MONTANA AV,020900060014,1379650,427887,100.02,1000,B201906898,CD05712258,DEFECTIVE PLUMBING LINES, 09/20/2019,CBHCODE
2501  MUSTANG DR,020900050356,1379515,427193,100.02,1000,B201802942,CD04914396,REPAIR GUTTERS AND DOWNSPOUTS, 04/20/2018,CBHCODE
2545  MUSTANG DR,020900050151,1378912,426733,100.02,1000,B201807119,BCOE413,PAINT EXTERIOR, 10/23/2018,CBHCODE
2545  MUSTANG DR,020900050151,1378912,426733,100.02,1000,B201807119,CD05221541,REPAIR GUTTERS AND DOWNSPOUTS, 10/23/2018,CBHCODE
2545  MUSTANG DR,020900050151,1378912,426733,100.02,1000,B201906164,BCOE413,PAINT EXTERIOR, 08/27/2019,CBHCODE
2545  MUSTANG DR,020900050151,1378912,426733,100.02,1000,B201906164,CD05673035,REPAIR WINDOWS, 08/27/2019,CBHCODE
2545  MUSTANG DR,020900050151,1378912,426733,100.02,1000,B201906992,BCOE413,PAINT EXTERIOR, 09/27/2019,CBHCODE
2545  MUSTANG DR,020900050151,1378912,426733,100.02,1000,B201906164,CD05673037,REPAIR GUTTERS AND DOWNSPOUTS, 08/27/2019,CBHCODE
2554  WESTWOOD NORTHERN BLVD,020900040117,1377863,425214,100.02,1000,B201801818,CD04794126,REPAIR GUTTERS AND DOWNSPOUTS, 01/31/2018,CBHCODE
2558  WESTWOOD NORTHERN BLVD,020900040049,1377806,425270,100.02,1000,B202104113,BCOE406,SEWER CONNECT DOWNSPOUTS, 07/22/2021,CBHCODE
2558  WESTWOOD NORTHERN BLVD,020900040049,1377806,425270,100.02,1000,B202104113,CD06610678,REPAIR LEAK AND DAMAGE, 07/22/2021,CBHCODE
2558  WESTWOOD NORTHERN BLVD,020900040049,1377806,425270,100.02,1000,B202104119,BCOE617,REPAIR BATH OR SHOWER, 07/22/2021,CBHCODE
2558  WESTWOOD NORTHERN BLVD,020900040049,1377806,425270,100.02,1000,B202104119,BCOE619,REPAIR WATER CLOSET (TOILET), 07/22/2021,CBHCODE
2558  WESTWOOD NORTHERN BLVD,020900040049,1377806,425270,100.02,1000,B202106547,CD06828749,TOILET ROOM SURFACES, 01/03/2022,CBHCODE
2558  WESTWOOD NORTHERN BLVD,020900040049,1377806,425270,100.02,1000,B202106547,BCOE667,INSECT AND RODENT CONTROL, 01/03/2022,CBHCODE
2558  WESTWOOD NORTHERN BLVD,020900040049,1377806,425270,100.02,1000,B202106547,CD06828746,REPAIR WINDOWS, 01/03/2022,CBHCODE
2558  WESTWOOD NORTHERN BLVD,020900040049,1377806,425270,100.02,1000,B202106547,CD06828748,REPAIR LEAK AND DAMAGE, 01/03/2022,CBHCODE
2564  WESTWOOD NORTHERN BLVD,020900040114,1377735,425278,100.02,1000,B202005502,BCOE400,REPAIR ROOF, 12/03/2020,CBHCODE
2564  WESTWOOD NORTHERN BLVD,020900040114,1377735,425278,100.02,1000,B202005502,CD06265720,REPAIR LEAK AND DAMAGE, 12/03/2020,CBHCODE
2568  WESTWOOD NORTHERN BLVD,020900040050,1377673,425238,100.02,1000,B202104305,BCOE413,PAINT EXTERIOR, 08/11/2021,CBHCODE
2568  WESTWOOD NORTHERN BLVD,020900040050,1377673,425238,100.02,1000,B202104305,CD06645735,REPAIR WINDOWS, 08/11/2021,CBHCODE
2589  MUSTANG DR,020900050145,1378536,426737,100.02,1000,B201904679,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 06/25/2019,CBHCODE
